datetime,high,moderately_high,normal,moderately_low,low,very_low,2024_2025,2025_2026,high_change,high_pct_change,moderately_high_change,moderately_high_pct_change,normal_change,normal_pct_change,moderately_low_change,moderately_low_pct_change,low_change,low_pct_change,very_low_change,very_low_pct_change,2024_2025_change,2024_2025_pct_change,2025_2026_change,2025_2026_pct_change
2020-10-01,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,64.67352108683313,63.92671981277517,,,,,,,,,,,,,,,,
2020-10-08,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,63.82768746991096,63.278295245011385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.845833616922171,-0.013078515019872228,-0.648424567763783,-0.010143247919850329
2020-10-15,90.99,84.02000000000001,79.47,70.61,64.17,61.1,62.86761698585761,62.63293031457443,-5.650000000000006,-0.05846440397350994,-4.377499999999998,-0.04952063123957118,-6.2690000000000055,-0.07311725119257284,-8.506000000000014,-0.10751301885838527,-5.117500000000007,-0.0738589211618258,-3.1999999999999815,-0.04976671850699821,-0.9600704840533538,-0.015041599063195576,-0.6453649304369549,-0.010198835602920786
2020-10-22,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,61.85700004433352,61.8518486141404,5.650000000000006,0.062094735685240154,4.377499999999998,0.0521006903118304,6.2690000000000055,0.07888511387945152,8.506000000000014,0.12046452343860659,5.117500000000007,0.07974910394265233,3.1999999999999815,0.05237315875613713,-1.0106169415240913,-0.016075318104572522,-0.7810817004340294,-0.012470783284624254
2020-10-29,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,60.94619596539987,61.12830682792413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9108040789336442,-0.014724349358696043,-0.7235417862162734,-0.011697981587099338
2020-11-05,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,60.117315236931454,60.94738235538375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8288807284684196,-0.013600204497406065,-0.1809244725403758,-0.00295974945044164
2020-11-12,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,59.45003331258192,61.56555397855882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6672819243495312,-0.011099662746409611,0.6181716231750656,0.01014270997842881
2020-11-15,97.01,83.98249999999999,77.818,69.402,61.73,58.628,85.97902462508516,91.37486676528276,0.37000000000000455,0.0038286423841060735,-4.4150000000000205,-0.04994485138154381,-7.9210000000000065,-0.09238502898330991,-9.714000000000013,-0.12278173820718963,-7.557500000000012,-0.10907450838895916,-5.671999999999983,-0.08821150855365445,26.528991312503237,0.446240142087333,29.809312786723943,0.4841881679015754
2020-11-19,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,58.61962276545009,62.35344181100558,-0.37000000000000455,-0.003814039789712398,4.4150000000000205,0.05257047599202247,7.9210000000000065,0.1017887892261431,9.714000000000013,0.13996714792080933,7.557500000000012,0.12242831686376165,5.671999999999983,0.09674558231561692,-27.35940185963507,-0.31821019113599847,-29.02142495427718,-0.3176083969438265
2020-11-26,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,58.229300460756406,62.54054799977772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.390322304693683,-0.006658560500388155,0.18710618877214102,0.003000735538212451
