datetime,high,moderately_high,normal,moderately_low,low,very_low,2024_2025,2025_2026
2020-10-01,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,64.67352108683313,63.92671981277517
2020-10-08,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,63.82768746991096,63.278295245011385
2020-10-15,90.99,84.02000000000001,79.47,70.61,64.17,61.1,62.86761698585761,62.63293031457443
2020-10-22,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,61.85700004433352,61.8518486141404
2020-10-29,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,60.94619596539987,61.12830682792413
2020-11-05,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,60.117315236931454,60.94738235538375
2020-11-12,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,59.45003331258192,61.56555397855882
2020-11-15,97.01,83.98249999999999,77.818,69.402,61.73,58.628,85.97902462508516,91.37486676528275
2020-11-19,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,58.61962276545009,62.35344181100558
2020-11-26,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,58.229300460756406,62.54054799977772
2020-12-03,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,57.387119676153006,62.368833660006864
2020-12-10,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,56.56236009183907,62.57454743905234
2020-12-15,98.3,83.36500000000001,80.67,66.3,60.11,57.87,85.97902462508516,91.37486676528275
2020-12-17,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,59.3991122056426,63.87514306926582
2020-12-24,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,59.27329242577414,66.03755736039469
2020-12-31,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,59.21865604493796,68.44293183190477
2021-01-07,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,59.30857191739979,70.9526774012065
2021-01-14,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,60.27207668824857,74.11140951247489
2021-01-15,97.4,85.0925,82.648,76.876,60.33,57.008,85.97902462508516,91.37486676528275
2021-01-21,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,61.24001481114233,76.65605992393367
2021-01-28,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,61.90167699346299,80.25946973363048
2021-02-04,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,61.9882210207075,85.68689170195137
2021-02-11,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,62.61163773644285,87.57481281575926
2021-02-15,98.7,86.64,85.838,80.71,63.94,58.791,85.97902462508516,91.37486676528275
2021-02-18,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,64.06996079293312,86.78127402049458
2021-02-25,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,64.83162316257851,86.14618072965482
2021-03-04,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,65.52928291467298,85.96943984284704
2021-03-11,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,65.87277403579276,85.57552714741271
2021-03-15,94.56,89.1625,85.97,80.1,66.9625,64.49099999999999,85.97902462508516,91.37486676528275
2021-03-18,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,66.34470748306116,85.32807117340838
2021-03-25,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,66.85357512377482,85.48395657313127
2021-04-01,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,67.0244777230304,85.90983935655203
2021-04-08,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,67.31576768485986,85.96147854163948
2021-04-15,93.9,89.74499999999999,86.564,79.858,73.2075,67.63600000000001,67.8956313998715,85.64558659803922
2021-04-22,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,68.84330723067231,85.28751536843342
2021-04-29,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,69.50150390540851,85.1512678450225
2021-05-06,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,70.50437809124837,85.03959108259336
2021-05-13,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,70.69507467076117,84.91139852275715
2021-05-15,93.5,89.29,86.5,78.476,73.4525,68.5,85.97902462508516,91.37486676528275
2021-05-20,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,70.4788394858061,84.69172905100665
2021-05-27,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,70.21583555885525,84.48810706482747
2021-06-03,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,69.97746483446427,84.19144712728155
2021-06-10,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,69.73909411007327,83.95039141503231
2021-06-15,95.6,88.845,86.364,76.288,72.4975,67.8,85.97902462508516,91.37486676528275
2021-06-17,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,69.50072338568228,83.75448096374829
2021-06-24,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,69.30393875230487,83.47074643286876
2021-07-01,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,69.15788790113251,83.46593843135517
2021-07-08,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,68.9761204672878,83.607836917584
2021-07-15,93.93,87.75500000000001,86.246,75.334,71.1525,66.59100000000001,69.01592697332558,83.30483915986106
2021-07-22,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,68.88720366007554,82.91286215334777
2021-07-29,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,68.46375609820062,82.53081335775215
2021-08-05,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,68.03624983374931,82.06481186040313
2021-08-12,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,67.67889668229164,81.70468005872006
2021-08-15,93.6,86.4325,84.37,73.958,69.58,65.312,85.97902462508516,91.37486676528275
2021-08-19,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,67.23977628431399,81.42185093072294
2021-08-26,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,66.76034984767377,81.14742019498009
2021-09-02,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,66.44292808541009,80.81317042741884
2021-09-09,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,66.01386078150631,80.38291673353119
2021-09-15,93.7,84.82499999999999,82.0,71.818,67.1,63.703,85.97902462508516,91.37486676528275
2021-09-16,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,65.45791219090638,79.8030217977305
2021-09-23,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,64.76668392135608,79.10611134457324
2021-09-30,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,64.02465942802267,78.70467443897805
2021-10-07,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,63.36384020700633,78.99162471112966
2021-10-14,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,62.73399200872684,79.19758825648753
2021-10-15,90.99,82.935,79.106,72.04,64.29,61.19,85.97902462508516,91.37486676528275
2021-10-21,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,61.97744984848551,78.70033474930018
2021-10-28,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,61.2020191108694,78.27301580958316
2021-11-04,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,60.90938665511082,78.06976847287257
2021-11-11,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,61.41016811146072,77.96452319298757
2021-11-15,97.01,83.5925,77.8,71.142,62.13,58.66,85.97902462508516,91.37486676528275
2021-11-18,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,62.29799368965412,77.708668826729
2021-11-25,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,62.552099691725935,77.80957441693616
2021-12-02,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,62.41066951733284,79.35128820097695
2021-12-09,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,62.45019503626919,82.52744151253484
2021-12-15,98.3,83.6,80.936,67.364,60.3025,58.004,85.97902462508516,91.37486676528275
2021-12-16,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,63.60739358237949,86.5794316192912
2021-12-23,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,65.67374150560383,90.45536769659888
2021-12-30,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,68.12622814778922,93.0578077885878
2022-01-06,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,70.53837753052301,93.32209176788967
2022-01-13,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,73.61090904322644,93.5817238496232
2022-01-15,97.4,86.1,83.17,77.21,60.955,57.26,85.97902462508516,91.37486676528275
2022-01-20,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,76.4751978929714,95.18310056153712
2022-01-27,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,79.29946169115522,94.75334640027424
2022-02-03,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.1577305483557,93.90170571658892
2022-02-10,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,87.65102276182847,93.77619814461094
2022-02-15,98.7,87.35249999999999,86.078,81.436,64.1,58.923,85.97902462508516,91.37486676528275
2022-02-17,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,86.9441528769645,93.25493585064476
2022-02-24,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,86.14068587078215,92.87778871892984
2022-03-03,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,86.03565913642048,92.82255914310171
2022-03-10,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.61851817393352,93.62081227751284
2022-03-15,94.56,90.04,86.102,80.72800000000001,69.11,64.602,85.97902462508516,91.37486676528275
2022-03-17,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.35323512938207,94.46411701052205
2022-03-24,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.39844283192538,94.50560943916848
2022-03-31,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.88186552956391,94.31010485814213
2022-04-07,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.98155350899815,94.59327741481876
2022-04-14,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.72413810328712,95.80767244646728
2022-04-15,96.3,90.01,86.916,80.248,73.41499999999999,67.76599999999999,85.97902462508516,91.37486676528275
2022-04-21,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.30215791849751,96.47389286398914
2022-04-28,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.17718109993339,96.07582780361123
2022-05-05,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,85.04227607045159,95.22047184602908
2022-05-12,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,84.9505493922249,94.34847520788362
2022-05-15,95.51,89.64,86.64000000000001,79.888,73.7,68.654,85.97902462508516,91.37486676528275
2022-05-19,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,84.7127406420368,93.92683845177356
2022-05-26,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,84.52797601244335,93.91194613539707
2022-06-02,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,84.23715436244964,93.75287621519118
2022-06-09,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,83.9697795250319,93.48881078141264
2022-06-15,95.6,89.0675,86.552,79.514,72.9,67.8,85.97902462508516,91.37486676528275
2022-06-16,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,83.7939128203175,93.21372440909974
2022-06-23,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,83.51276961492904,93.14725534921388
2022-06-30,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,83.41152059604234,93.27825778006454
2022-07-07,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,83.63309453592484,93.33723385057856
2022-07-14,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,83.37218240184029,93.22437069816552
2022-07-15,93.93,88.16,86.63,78.578,71.7,66.668,85.97902462508516,91.37486676528275
2022-07-21,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,82.95373016621323,92.97413607393582
2022-07-28,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,82.6036826793931,92.71993640949688
2022-08-04,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,82.12297619040186,92.47944267145051
2022-08-11,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,81.74717155261608,92.32037275124462
2022-08-15,93.6,86.69,85.068,77.38,70.13,65.344,85.97902462508516,91.37486676528275
2022-08-18,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,81.45944076073823,92.18281395469364
2022-08-25,96.64,88.39750000000001,85.739,79.11600000000001,69.28750000000001,64.29999999999998,81.18875651968128,91.93429647386164
